Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,RainToday,RainTomorrow
41,14.4,14.4,0.0,5.468231522922462,7.6111775206611565,8,39.0,10,2,15.0,13.0,42.0,1019.1,1015.1,4.4474612602152455,4.0,0.0,0.0
38,19.4,19.4,0.0,5.2,12.3,8,44.0,8,8,35.0,28.0,75.0,1011.1,1011.4,6.0,6.0,0.0,1.0
20,17.1,17.1,1.0,7.0,8.3,15,59.0,13,6,13.0,30.0,26.0,1008.9,1001.5,8.0,7.0,0.0,1.0
34,3.1,3.1,0.0,3.7,7.6111775206611565,4,20.0,5,4,4.0,7.0,48.0,1026.8,1022.6,4.4474612602152455,4.509930082924903,0.0,0.0
12,6.6,6.6,0.0,1.0,7.2,2,28.0,0,6,19.0,2.0,52.0,1018.1,1014.9,4.4474612602152455,4.509930082924903,0.0,0.0
23,11.9,11.9,0.0,5.468231522922462,7.6111775206611565,14,56.0,13,13,15.0,26.0,49.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,0.0
36,8.6,8.6,3.6,5.468231522922462,7.6111775206611565,8,35.0,8,10,20.0,15.0,67.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,1.0,0.0
1,8.7,8.7,6.2,0.4,6.0,13,40.03523007167319,3,3,6.0,9.0,61.0,1017.4,1014.8,1.0,6.0,1.0,0.0
42,3.5,3.5,0.0,4.0,12.4,15,28.0,1,15,4.0,13.0,39.0,1026.0,1024.9,2.0,7.0,0.0,0.0
25,12.4,12.4,4.2,5.468231522922462,7.6111775206611565,15,70.0,14,15,15.0,37.0,47.0,1017.8,1018.8,4.4474612602152455,4.509930082924903,1.0,0.0
3,0.4,0.4,0.0,3.8,11.1,0,30.0,3,10,0.0,15.0,17.0,1024.6,1019.6,0.0,0.0,0.0,0.0
37,14.8,14.8,0.0,1.4,0.5,5,43.0,4,5,11.0,17.0,72.0,1025.3,1020.9,7.0,7.0,0.0,1.0
31,15.8,15.8,2.0,2.6,5.9,14,41.0,14,13,13.0,15.0,90.0,1018.3,1019.6,2.0,7.0,1.0,1.0
17,3.1,3.1,8.0,5.468231522922462,7.6111775206611565,6,44.0,7,3,15.0,20.0,89.0,1010.0,1009.6,4.4474612602152455,4.509930082924903,1.0,1.0
1,12.1,12.1,0.0,4.0,7.8,13,40.03523007167319,9,10,13.0,19.0,63.0,1029.9,1028.0,7.0,6.0,0.0,0.0
26,20.5,20.5,0.0,5.468231522922462,7.6111775206611565,11,56.0,3,4,0.0,33.0,74.0,1007.5,1003.8,4.4474612602152455,4.509930082924903,0.0,0.0
25,14.1,14.1,0.0,5.468231522922462,7.6111775206611565,14,56.0,3,13,17.0,30.0,13.0,1011.7,1009.5,4.4474612602152455,4.509930082924903,0.0,0.0
13,23.6,23.6,3.6,4.4,9.4,0,33.0,1,1,15.0,20.0,41.0,1008.4,1006.2,5.0,5.0,1.0,0.0
46,14.3,14.3,0.4,5.468231522922462,7.6111775206611565,15,46.0,15,12,22.0,26.0,57.0,1012.3,1012.6,4.4474612602152455,4.509930082924903,0.0,0.0
21,21.5,21.5,0.0,6.0,9.4,10,37.0,3,9,15.0,13.0,38.0,1016.0,1011.8,7.0,7.0,0.0,0.0
40,14.7,14.7,2.8,5.468231522922462,7.6111775206611565,8,35.0,10,8,19.0,9.0,74.0,1013.8,1013.2,4.4474612602152455,4.509930082924903,1.0,0.0
9,-0.2,-0.2,0.0,0.8,3.1,2,24.0,3,10,0.0,7.0,59.0,1032.3,1029.4,7.0,5.0,0.0,0.0
33,13.1,13.1,0.2,3.4,6.9,11,24.0,8,8,11.0,11.0,63.0,1013.8,1014.4,7.0,6.0,0.0,0.0
2,17.8,17.8,0.0,5.468231522922462,7.6111775206611565,12,56.0,4,12,6.0,24.0,28.0,1009.4,1006.7,1.0,7.0,0.0,0.0
29,9.3,9.3,0.2,5.468231522922462,9.5,13,40.03523007167319,2,9,24.0,15.0,44.0,1028.8,1025.4,5.0,1.0,0.0,0.0
9,16.3,16.3,0.0,10.6,7.6111775206611565,13,40.03523007167319,3,9,14.043425914971502,18.662656778887342,6.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,0.0
43,18.4,18.4,0.2,5.468231522922462,7.6111775206611565,3,33.0,4,9,15.0,17.0,56.0,1012.2,1009.5,4.4474612602152455,4.509930082924903,0.0,0.0
39,23.3,23.3,11.2,7.6,1.0,13,40.03523007167319,2,10,7.0,17.0,57.0,1017.6,1016.0,8.0,7.0,1.0,0.0
46,12.0,12.0,0.0,5.468231522922462,7.6111775206611565,10,44.0,9,10,15.0,22.0,39.0,1017.0,1013.4,4.4474612602152455,4.509930082924903,0.0,0.0
47,17.1,17.1,0.0,5.468231522922462,7.6111775206611565,11,44.0,8,8,30.0,30.0,75.0,1016.4,1016.9,5.0,8.0,0.0,0.0
22,7.1,7.1,0.0,1.2,1.5,5,39.0,4,4,28.0,19.0,71.0,1031.7,1028.6,7.0,6.0,0.0,0.0
39,17.2,17.2,0.0,5.468231522922462,7.2,1,37.0,9,1,17.0,26.0,64.0,1017.3,1014.2,3.0,5.0,0.0,0.0
45,9.0,9.0,0.0,7.4,7.6111775206611565,5,22.0,7,1,9.0,7.0,53.0,1016.5,1012.9,8.0,4.509930082924903,0.0,0.0
35,16.1,16.1,0.0,5.468231522922462,7.6111775206611565,13,39.0,7,0,6.0,19.0,50.0,1013.5,1010.0,4.4474612602152455,6.0,0.0,0.0
40,8.2,8.2,0.0,5.468231522922462,7.6111775206611565,15,43.0,15,6,7.0,11.0,40.0,1031.8,1027.5,4.4474612602152455,4.509930082924903,0.0,0.0
29,13.2,13.2,0.0,5.468231522922462,10.5,1,44.0,2,0,17.0,20.0,53.0,1024.9,1021.4,2.0,3.0,0.0,0.0
44,16.8,16.8,0.0,11.6,12.8,12,30.0,11,11,6.0,17.0,23.0,1020.2,1018.3,3.0,6.0,0.0,0.0
3,6.1,6.1,0.0,3.0,10.3,0,46.0,2,0,20.0,24.0,27.0,1026.8,1023.2,1.0,0.0,0.0,0.0
46,5.5,5.5,0.0,5.468231522922462,7.6111775206611565,2,37.0,0,2,7.0,19.0,46.0,1029.6,1027.1,4.4474612602152455,4.509930082924903,0.0,0.0
48,12.4,12.4,0.0,8.0,4.7,10,31.0,10,10,22.0,11.0,28.0,1023.4,1019.9,1.0,1.0,0.0,0.0
39,18.5,18.5,0.0,6.4,5.1,1,33.0,9,4,11.0,20.0,63.0,1014.6,1012.1,6.0,6.0,0.0,0.0
13,26.7,26.7,0.0,7.0,5.7,10,56.0,12,14,13.0,28.0,67.0,1008.3,1003.9,7.0,7.0,0.0,1.0
45,3.4,3.4,2.3609181499166656,5.468231522922462,7.6111775206611565,8,33.0,14,8,13.0,24.0,53.0,1034.8,1032.4,4.4474612602152455,4.509930082924903,0.0,0.0
6,0.4,0.4,0.8,5.468231522922462,7.6111775206611565,13,37.0,14,13,11.0,22.0,46.0,1020.7,1019.7,1.0,8.0,0.0,0.0
47,19.3,19.3,0.0,5.468231522922462,7.6111775206611565,8,31.0,6,4,19.0,19.0,72.0,1013.7,1008.9,4.4474612602152455,4.509930082924903,0.0,0.0
6,16.8,16.8,0.0,5.468231522922462,7.6111775206611565,4,39.0,1,1,15.0,15.0,70.0,1007.1,1004.4,7.0,7.0,0.0,1.0
7,18.0,18.0,1.2,8.0,9.2,13,24.0,4,4,6.0,11.0,39.0,1017.1,1012.5,2.0,1.0,1.0,0.0
35,1.2,1.2,0.2,1.2,5.7,0,19.0,7,2,6.0,13.0,67.0,1029.0,1023.2,7.0,6.0,0.0,0.0
16,19.8,19.8,0.0,6.8,7.6111775206611565,1,24.0,6,4,7.0,11.0,35.0,1015.6,1011.1,0.0,2.0,0.0,0.0
6,2.0,2.0,0.2,5.468231522922462,7.6111775206611565,2,26.0,10,3,13.0,7.0,51.0,1036.2,1033.0,1.0,1.0,0.0,0.0
6,10.9,10.9,0.0,8.0,7.6111775206611565,13,54.0,6,13,6.0,24.0,3.0,1012.0,1009.8,2.0,1.0,0.0,0.0
35,8.5,8.5,4.2,5.468231522922462,7.6111775206611565,13,46.0,13,15,26.0,20.0,69.0,1026.8,1027.9,4.0,6.0,1.0,0.0
31,4.2,4.2,0.0,3.8,10.1,12,26.0,4,11,6.0,13.0,45.0,1026.1,1022.2,1.0,3.0,0.0,1.0
0,21.1,21.1,3.4,5.8,6.0,15,52.0,6,10,20.0,19.0,92.0,1001.2,999.7,4.4474612602152455,4.509930082924903,1.0,1.0
7,9.1,9.1,0.0,3.6,10.3,13,46.0,12,13,2.0,20.0,25.0,1011.4,1008.1,0.0,1.0,0.0,0.0
26,13.0,13.0,0.0,5.468231522922462,7.6111775206611565,4,20.0,13,4,7.0,9.0,67.0,1025.3,1021.7,4.4474612602152455,4.509930082924903,0.0,0.0
48,4.9,4.9,0.0,4.2,9.4,12,39.0,0,15,7.0,17.0,44.0,1024.7,1022.1,3.0,4.509930082924903,0.0,0.0
46,10.0,10.0,3.0,5.468231522922462,7.6111775206611565,10,46.0,10,9,28.0,26.0,54.0,1028.4,1027.9,4.4474612602152455,4.509930082924903,1.0,0.0
3,10.3,10.3,0.0,3.6,3.3,6,35.0,3,6,0.0,20.0,27.0,1017.6,1013.7,7.0,6.0,0.0,0.0
2,8.8,8.8,0.0,5.468231522922462,7.6111775206611565,14,33.0,9,7,7.0,20.0,35.0,1017.9,1015.6,4.4474612602152455,4.509930082924903,0.0,1.0
3,18.3,18.3,0.0,5.2,4.5,9,37.0,9,9,13.0,17.0,53.0,1009.9,1007.1,7.0,7.0,0.0,1.0
41,16.1,16.1,1.6,5.468231522922462,7.6111775206611565,15,28.0,1,13,4.0,11.0,59.0,1016.9,1014.6,4.4474612602152455,4.509930082924903,1.0,0.0
40,-3.5,-3.5,0.0,5.468231522922462,7.6111775206611565,12,19.0,6,5,4.0,9.0,49.0,1025.4,1021.8,4.4474612602152455,4.509930082924903,0.0,0.0
47,13.5,13.5,0.0,5.468231522922462,7.6111775206611565,6,37.0,7,0,15.0,6.0,52.0,1006.1,999.7,6.0,2.0,0.0,0.0
7,11.3,11.3,0.0,2.8,10.1,2,26.0,12,1,9.0,13.0,49.0,1023.6,1020.0,1.0,1.0,0.0,0.0
42,7.8,7.8,0.0,2.8,9.5,15,22.0,0,15,7.0,9.0,48.0,1020.4,1019.4,1.0,7.0,0.0,0.0
17,6.3,6.3,0.0,5.468231522922462,7.6111775206611565,15,46.0,6,13,13.0,22.0,31.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,5.0,0.0,0.0
8,24.5,24.5,0.0,5.468231522922462,7.6111775206611565,1,30.0,10,1,13.0,19.0,60.0,1013.2,1010.4,1.0,4.0,0.0,0.0
38,8.5,8.5,0.0,2.0,8.1,3,28.0,7,5,13.0,17.0,43.0,1026.4,1023.0,1.0,4.0,0.0,0.0
41,9.7,9.7,0.0,5.468231522922462,7.6111775206611565,6,35.0,4,4,19.0,20.0,9.0,1020.3,1014.4,4.4474612602152455,4.509930082924903,0.0,0.0
20,1.1,1.1,0.0,3.2,5.7,14,22.0,3,13,0.0,9.0,45.0,1028.5,1025.6,1.0,4.509930082924903,0.0,0.0
38,15.8,15.8,0.0,6.6,12.1,2,31.0,13,2,13.0,22.0,47.0,1020.0,1019.0,4.4474612602152455,1.0,0.0,0.0
45,7.5,7.5,0.8,8.0,7.6111775206611565,7,17.0,7,1,13.0,6.0,61.0,1025.7,1022.3,8.0,1.0,0.0,0.0
30,8.0,8.0,0.0,5.468231522922462,7.6111775206611565,5,15.0,3,3,0.0,11.0,44.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,0.0
45,7.2,7.2,0.0,3.6,7.1,8,39.0,8,8,17.0,28.0,68.0,1024.4,1022.4,4.0,3.0,0.0,0.0
35,10.3,10.3,1.2,5.468231522922462,7.6111775206611565,15,44.0,14,9,9.0,18.662656778887342,74.0,1008.8,1015.2558888309618,8.0,6.0,1.0,1.0
6,3.9,3.9,4.6,5.468231522922462,7.6111775206611565,12,43.0,15,15,17.0,19.0,60.0,1011.2,1013.8,2.0,3.0,1.0,0.0
8,9.4,9.4,0.0,6.0,10.9,10,30.0,2,2,19.0,15.0,25.0,1015.9,1012.8,1.0,0.0,0.0,0.0
22,9.8,9.8,1.2,1.2,2.7,8,37.0,8,11,13.0,22.0,49.0,1030.3,1029.0,6.0,7.0,1.0,0.0
18,7.7,7.7,2.3609181499166656,2.2,7.9,7,57.0,3,6,26.0,39.0,53.0,1017.3,1015.9,4.4474612602152455,4.509930082924903,0.0,1.0
21,21.6,21.6,0.0,8.4,0.0,5,44.0,3,3,30.0,13.0,92.0,1014.6,1012.6,7.0,8.0,0.0,1.0
39,24.6,24.6,2.3609181499166656,5.468231522922462,7.6111775206611565,1,39.0,10,4,17.0,31.0,59.0,1012.0,1009.3,2.0,4.509930082924903,0.0,1.0
20,11.0,11.0,0.0,4.8,8.8,13,78.0,14,14,24.0,35.0,22.0,1006.7,1001.7,6.0,1.0,0.0,0.0
35,8.5,8.5,0.0,6.4,9.7,0,37.0,6,0,7.0,20.0,49.0,1036.0,1033.1,6.0,2.0,0.0,0.0
10,5.1,5.1,0.0,1.4,7.6111775206611565,15,26.0,12,12,13.0,13.0,60.0,1021.5,1019.4,8.0,1.0,0.0,0.0
0,17.7,17.7,1.6,1.2,7.6111775206611565,12,50.0,12,12,15.0,26.0,55.0,1013.0,1015.3,4.4474612602152455,4.509930082924903,1.0,0.0
42,20.0,20.0,6.4,9.6,0.7,13,35.0,14,0,6.0,15.0,88.0,1009.8,1008.4,7.0,7.0,1.0,1.0
21,1.2,1.2,0.0,2.4,9.2,15,41.0,3,15,0.0,19.0,38.0,1014.4,1011.3,4.0,2.0,0.0,0.0
40,-5.0,-5.0,0.0,5.468231522922462,7.6111775206611565,3,72.0,13,6,4.0,11.0,36.0,1025.3,1020.7,4.4474612602152455,4.509930082924903,0.0,0.0
39,21.5,21.5,1.2,10.4,6.2,0,52.0,2,1,15.0,30.0,60.0,1013.9,1010.9,7.0,4.0,1.0,0.0
43,11.4,11.4,1.8,5.468231522922462,7.6111775206611565,11,39.0,8,11,15.0,17.0,59.0,1020.1,1019.8,4.4474612602152455,4.509930082924903,1.0,0.0
47,20.0,20.0,2.3609181499166656,5.468231522922462,7.6111775206611565,14,35.0,3,5,14.043425914971502,13.0,77.0,1021.1,1019.4,4.4474612602152455,4.509930082924903,0.0,0.0
34,10.0,10.0,0.0,3.3,7.6111775206611565,13,69.0,13,13,30.0,33.0,40.0,1004.7,1004.8,4.4474612602152455,4.509930082924903,0.0,0.0
27,13.6,13.6,0.0,4.2,10.0,7,37.0,5,14,15.0,22.0,80.0,1020.2,1018.2,6.0,5.0,0.0,0.0
34,2.1,2.1,0.0,3.0,7.6111775206611565,5,19.0,9,1,4.0,9.0,35.0,1016.4,1012.7,4.4474612602152455,4.509930082924903,0.0,0.0
35,10.2,10.2,1.4,5.468231522922462,7.6111775206611565,9,35.0,11,7,17.0,11.0,81.0,1011.2,1012.2,8.0,8.0,1.0,1.0
8,22.0,22.0,0.0,4.0,6.9,9,46.0,10,9,24.0,31.0,63.0,1017.1,1014.1,2.0,5.0,0.0,1.0
33,14.6,14.6,0.2,4.0,2.8,9,28.0,9,9,13.0,15.0,74.0,1010.8,1009.4,8.0,7.0,0.0,0.0
18,14.4,14.4,3.0,13.0,9.0,12,35.0,11,8,13.0,11.0,44.0,1008.3,1008.9,7.0,1.0,1.0,0.0
29,6.0,6.0,20.0,5.468231522922462,9.4,12,37.0,3,11,0.0,26.0,65.0,1021.4,1021.7,1.0,8.0,1.0,0.0
38,16.9,16.9,0.0,9.0,0.5,13,40.03523007167319,2,1,15.0,17.0,50.0,1021.8,1019.4,7.0,8.0,0.0,0.0
23,10.7,10.7,3.2,5.468231522922462,7.6111775206611565,7,50.0,14,14,11.0,15.0,51.5391158755046,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,1.0,1.0
28,16.7,16.7,0.4,8.6,8.7,2,46.0,1,1,15.0,20.0,30.0,1013.1,1010.2,5.0,6.0,0.0,0.0
23,9.2,9.2,0.0,5.468231522922462,7.6111775206611565,15,39.0,13,14,13.0,13.0,43.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,0.0
48,4.2,4.2,0.2,5.468231522922462,7.6111775206611565,9,24.0,4,7,17.0,9.0,41.0,1034.1,1031.8,4.4474612602152455,4.509930082924903,0.0,0.0
35,10.4,10.4,0.0,5.468231522922462,7.6111775206611565,15,50.0,1,14,7.0,11.0,32.0,1007.9,1004.0,6.0,7.0,0.0,0.0
7,11.3,11.3,0.0,2.8,10.3,4,20.0,15,3,6.0,6.0,49.0,1020.6,1015.5,1.0,3.0,0.0,0.0
8,23.0,23.0,5.2,11.6,7.6111775206611565,9,50.0,9,9,28.0,30.0,67.0,1019.7,1017.1,1.0,4.0,1.0,1.0
38,13.7,13.7,3.6,3.4,2.4,9,37.0,0,2,17.0,19.0,60.0,1022.7,1020.7,7.0,7.0,1.0,1.0
30,16.2,16.2,0.0,5.468231522922462,7.6111775206611565,9,31.0,10,2,11.0,17.0,42.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,0.0
31,15.2,15.2,21.0,5.6,0.0,3,39.0,3,8,0.0,13.0,92.0,1010.5,1010.6,8.0,7.0,1.0,1.0
36,12.3,12.3,0.0,5.468231522922462,7.6111775206611565,5,44.0,4,3,19.0,17.0,40.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,0.0
21,8.6,8.6,2.4,0.8,2.3,13,17.0,4,7,9.0,4.0,65.0,1019.1,1016.2,7.0,7.0,1.0,0.0
7,19.1,19.1,0.2,8.8,4.5,10,31.0,9,0,13.0,13.0,57.0,1016.0,1013.9,7.0,8.0,0.0,0.0
34,4.0,4.0,5.6,5.468231522922462,7.6111775206611565,13,50.0,14,14,17.0,22.0,47.0,1004.6,1002.5,8.0,8.0,1.0,0.0
39,14.9,14.9,0.0,3.2,10.1,0,37.0,9,1,11.0,28.0,64.0,1022.2,1018.9,1.0,1.0,0.0,0.0
7,23.6,23.6,3.2,9.4,0.6,4,15.0,9,4,2.0,7.0,75.0,1014.1,1012.9,7.0,7.0,1.0,1.0
25,14.1,14.1,0.0,5.468231522922462,7.6111775206611565,6,31.0,1,6,17.0,11.0,23.0,1023.5,1019.6,4.4474612602152455,4.509930082924903,0.0,0.0
37,19.6,19.6,6.2,4.2,9.8,10,57.0,11,8,20.0,35.0,60.0,1010.3,1010.9,4.4474612602152455,4.509930082924903,1.0,0.0
29,12.6,12.6,0.0,5.468231522922462,13.4,2,50.0,10,9,24.0,15.0,18.0,1018.1,1015.9,2.0,1.0,0.0,0.0
19,15.2,15.2,0.0,8.4,0.0,11,54.0,3,6,31.0,26.0,94.0,1009.3,1008.8,8.0,8.0,0.0,1.0
46,6.8,6.8,0.2,5.468231522922462,7.6111775206611565,5,41.0,5,5,20.0,17.0,60.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,0.0
13,24.8,24.8,1.6,5.2,5.6,3,52.0,4,3,13.0,17.0,60.0,1011.4,1008.6,7.0,7.0,1.0,1.0
3,10.9,10.9,0.0,8.4,10.2,0,48.0,4,1,19.0,22.0,16.0,1019.7,1015.6,1.0,1.0,0.0,0.0
9,11.6,11.6,0.0,5.468231522922462,7.6111775206611565,0,39.0,0,0,17.0,28.0,42.0,1022.5,1019.6,8.0,7.0,0.0,0.0
13,20.1,20.1,0.0,6.2,10.8,9,48.0,1,1,15.0,17.0,16.0,1016.2,1011.2,0.0,1.0,0.0,0.0
0,14.1,14.1,3.6,5.468231522922462,7.6111775206611565,15,46.0,15,15,15.0,22.0,72.0,1014.3,1015.4,4.4474612602152455,4.509930082924903,1.0,1.0
28,9.5,9.5,1.1,0.3,4.5,7,67.0,7,14,30.0,28.0,91.0,1004.9,1001.8,2.0,4.509930082924903,1.0,1.0
13,22.7,22.7,0.0,8.2,11.0,14,37.0,6,7,11.0,17.0,24.0,1013.6,1009.7,1.0,1.0,0.0,0.0
27,19.3,19.3,18.0,3.2,0.0,9,57.0,10,9,26.0,35.0,66.0,1014.0,1014.1,8.0,8.0,1.0,0.0
31,15.1,15.1,7.4,4.6,5.7,14,56.0,7,7,20.0,24.0,67.0,1007.5,1008.5,6.0,4.0,1.0,0.0
0,11.5,11.5,2.8,5.468231522922462,7.6111775206611565,15,33.0,15,12,15.0,17.0,68.0,1027.4,1026.8,4.4474612602152455,4.509930082924903,1.0,1.0
13,24.2,24.2,0.0,7.8,9.2,3,41.0,5,3,15.0,24.0,45.0,1017.1,1013.0,1.0,1.0,0.0,0.0
20,15.8,15.8,0.0,10.8,13.1,13,56.0,3,14,20.0,24.0,8.0,1014.7,1011.4,3.0,2.0,0.0,0.0
43,16.9,16.9,0.0,5.468231522922462,7.6111775206611565,4,41.0,5,11,20.0,11.0,55.0,1017.4,1013.4,4.4474612602152455,4.509930082924903,0.0,0.0
13,23.0,23.0,25.6,8.2,6.2,14,46.0,15,7,15.0,17.0,66.0,1007.2,1006.3,7.0,7.0,1.0,0.0
38,9.7,9.7,0.0,3.8,9.4,15,50.0,14,15,17.0,24.0,40.0,1016.8,1017.4,1.0,1.0,0.0,0.0
7,18.1,18.1,0.0,5.6,9.0,1,24.0,13,5,4.0,7.0,57.0,1014.2,1010.5,2.0,7.0,0.0,0.0
6,6.5,6.5,2.2,5.468231522922462,7.6111775206611565,6,56.0,6,13,6.0,24.0,59.0,1009.4,1008.0,6.0,4.0,1.0,1.0
0,11.2,11.2,0.0,4.0,7.6111775206611565,13,59.0,14,15,22.0,30.0,65.0,1014.7,1017.0,4.4474612602152455,4.509930082924903,0.0,0.0
23,1.2,1.2,0.0,5.468231522922462,7.6111775206611565,1,33.0,5,7,17.0,11.0,93.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,0.0
21,10.0,10.0,0.0,5.468231522922462,7.6111775206611565,1,37.0,0,9,15.0,4.0,47.0,1029.4,1025.6,2.0,5.0,0.0,0.0
0,7.7,7.7,0.0,1.4,7.6111775206611565,9,24.0,9,9,7.0,15.0,57.0,1033.1,1029.1,4.4474612602152455,4.509930082924903,0.0,0.0
17,3.6,3.6,1.0,5.468231522922462,7.6111775206611565,6,28.0,7,14,6.0,7.0,63.0,1022.4,1024.3,4.4474612602152455,4.509930082924903,0.0,0.0
41,16.7,16.7,0.0,5.468231522922462,7.6111775206611565,15,57.0,13,13,22.0,33.0,15.0,1011.9,1009.6,4.4474612602152455,4.509930082924903,0.0,0.0
3,17.5,17.5,0.0,10.0,7.6111775206611565,0,33.0,1,2,11.0,19.0,20.0,1013.9,1011.2,2.0,1.0,0.0,0.0
20,8.1,8.1,0.0,1.6,7.3,9,35.0,8,8,15.0,13.0,52.0,1028.6,1027.8,2.0,1.0,0.0,0.0
9,6.2,6.2,1.4,5.468231522922462,7.6111775206611565,8,59.0,13,8,11.0,35.0,50.0,1011.2,1010.6,8.0,8.0,1.0,0.0
4,13.0,13.0,0.0,5.468231522922462,7.6111775206611565,2,26.0,12,3,4.0,7.0,47.0,1025.9,1021.5,4.4474612602152455,4.509930082924903,0.0,0.0
10,17.1,17.1,0.0,12.0,11.8,1,33.0,4,0,20.0,9.0,9.0,1019.0,1015.4,0.0,1.0,0.0,0.0
38,12.0,12.0,0.0,6.2,10.5,14,59.0,5,14,24.0,33.0,27.0,1009.7,1006.7,1.0,4.0,0.0,0.0
35,10.9,10.9,0.0,8.0,7.3,14,65.0,12,5,9.0,6.0,58.0,1006.6,1005.3,2.0,8.0,0.0,1.0
29,9.3,9.3,0.0,5.468231522922462,12.9,12,44.0,2,12,11.0,28.0,42.0,1011.9,1008.9,4.4474612602152455,4.509930082924903,0.0,0.0
14,21.6,21.6,0.2,5.468231522922462,7.6111775206611565,8,39.0,10,9,30.0,33.0,63.0,1017.7,1016.0,4.4474612602152455,4.509930082924903,0.0,1.0
10,11.2,11.2,0.0,5.0,11.0,8,35.0,8,8,7.0,15.0,29.0,1020.9,1018.2,0.0,0.0,0.0,0.0
32,2.6,2.6,0.0,1.8,9.9,1,41.0,0,1,20.0,26.0,35.0,1028.8,1025.0,1.0,0.0,0.0,0.0
5,5.7,5.7,7.0,5.468231522922462,7.6111775206611565,15,44.0,15,15,20.0,24.0,84.0,1008.0,1010.5,7.0,8.0,1.0,1.0
14,21.3,21.3,11.2,5.468231522922462,7.6111775206611565,9,28.0,14,2,7.0,20.0,51.5391158755046,1005.7,1004.3,4.4474612602152455,4.509930082924903,1.0,0.0
26,14.3,14.3,1.0,5.468231522922462,7.6111775206611565,11,35.0,11,10,22.0,20.0,47.0,1015.7,1015.0,4.4474612602152455,4.509930082924903,0.0,0.0
43,16.1,16.1,0.0,5.468231522922462,7.6111775206611565,2,43.0,1,2,15.0,20.0,61.0,1017.8,1014.7,4.4474612602152455,4.509930082924903,0.0,0.0
28,14.9,14.9,0.4,5.6,3.7,9,46.0,13,9,17.0,28.0,78.0,1009.5,1010.6,8.0,8.0,0.0,0.0
32,9.4,9.4,0.0,2.6,4.2,2,39.0,10,0,15.0,13.0,78.0,1025.4,1024.9,4.0,6.0,0.0,0.0
31,10.9,10.9,1.4,1.2,9.6,12,26.0,3,12,0.0,11.0,47.0,1017.6,1014.9,1.0,2.0,1.0,0.0
7,10.7,10.7,0.0,6.0,9.2,0,24.0,12,0,6.0,9.0,48.0,1027.3,1023.0,5.0,1.0,0.0,0.0
39,16.8,16.8,0.0,5.8,8.6,1,31.0,10,1,7.0,26.0,72.0,1019.0,1015.7,1.0,3.0,0.0,0.0
35,-0.4,-0.4,0.0,5.468231522922462,6.5,7,69.0,7,13,4.0,22.0,28.0,1021.2,1014.4,0.0,7.0,0.0,0.0
6,-0.4,-0.4,5.2,2.0,7.6111775206611565,6,33.0,13,6,15.0,13.0,74.0,1017.8,1015.9,4.0,7.0,1.0,1.0
24,13.2,13.2,0.8,5.468231522922462,7.6111775206611565,13,40.03523007167319,4,7,2.0,15.0,23.0,1017.6499397983052,1015.2558888309618,2.0,2.0,0.0,0.0
14,15.5,15.5,0.0,5.468231522922462,7.6111775206611565,9,56.0,8,8,35.0,35.0,62.0,1025.0,1024.6,4.4474612602152455,4.509930082924903,0.0,0.0
0,10.8,10.8,2.8,1.4,7.6111775206611565,15,33.0,11,12,9.0,15.0,50.0,1018.7,1019.6,4.4474612602152455,4.509930082924903,1.0,0.0
11,17.7,17.7,0.0,5.468231522922462,7.6111775206611565,13,40.03523007167319,3,9,14.043425914971502,18.662656778887342,64.0,1017.6499397983052,1015.2558888309618,4.4474612602152455,4.509930082924903,0.0,1.0
11,8.3,8.3,0.0,4.2,7.1,10,37.0,8,10,26.0,13.0,42.0,1020.5,1019.3,5.0,8.0,0.0,0.0
12,5.6,5.6,0.2,3.0,4.5,11,31.0,14,11,6.0,20.0,61.0,1017.9,1016.8,4.4474612602152455,4.509930082924903,0.0,0.0
37,15.0,15.0,0.2,6.2,12.6,13,40.03523007167319,15,1,6.0,26.0,56.0,1016.4,1011.4,2.0,2.0,0.0,0.0
44,6.6,6.6,0.0,2.2,1.6,8,17.0,1,2,2.0,6.0,75.0,1030.3,1027.6,7.0,7.0,0.0,0.0
34,11.1,11.1,0.0,5.468231522922462,7.6111775206611565,11,31.0,3,3,0.0,6.0,43.0,1025.1,1020.9,4.4474612602152455,4.509930082924903,0.0,1.0
